Date,Name,Dosage type,Package type,Quantity,Price
Thu May 05 2022 18:15:22 GMT+0200 (Central Africa Time),Shirt,shoes,displacement,164,153.0
Sat Apr 23 2022 10:24:23 GMT+0200 (Central Africa Time),Towels,alliance,glutamate,116,104.0
Thu Mar 10 2022 01:08:15 GMT+0200 (Central Africa Time),Gloves,jewelry,captor,101,112.0
Tue Feb 08 2022 10:08:50 GMT+0200 (Central Africa Time),Towels,metronome,polliwog,103,135.0
Wed Jan 12 2022 19:21:57 GMT+0200 (Central Africa Time),Sausages,bait,toaster,128,141.0
Sun May 08 2022 08:02:35 GMT+0200 (Central Africa Time),Tuna,littleneck,directive,146,156.0
Tue Mar 22 2022 04:09:12 GMT+0200 (Central Africa Time),Keyboard,recess,spaghetti,165,105.0
Sun May 08 2022 06:52:07 GMT+0200 (Central Africa Time),Pants,catch,answer,101,111.0
Wed May 04 2022 22:33:25 GMT+0200 (Central Africa Time),Computer,personnel,preference,115,120.0
Mon Mar 21 2022 19:01:25 GMT+0200 (Central Africa Time),Mouse,split,towel,119,186.0
Sun Mar 06 2022 12:33:24 GMT+0200 (Central Africa Time),Table,examiner,paranoia,117,199.0
Wed Jan 19 2022 14:35:13 GMT+0200 (Central Africa Time),Bacon,filter,dish,168,113.0
Wed Mar 16 2022 09:23:15 GMT+0200 (Central Africa Time),Keyboard,peek,gaffe,109,132.0
Sat May 07 2022 05:55:49 GMT+0200 (Central Africa Time),Pants,plenty,mezzanine,200,129.0
Thu May 19 2022 08:08:07 GMT+0200 (Central Africa Time),Ball,chauvinist,term,200,123.0
Thu May 12 2022 20:34:41 GMT+0200 (Central Africa Time),Computer,refreshments,barrier,182,165.0
Fri Jan 21 2022 07:47:56 GMT+0200 (Central Africa Time),Car,purse,judgment,118,122.0
Fri Apr 29 2022 23:44:30 GMT+0200 (Central Africa Time),Bacon,whiskey,intellect,165,101.0
Fri May 06 2022 05:46:32 GMT+0200 (Central Africa Time),Bacon,aunt,stamina,163,142.0
Tue Apr 05 2022 09:10:44 GMT+0200 (Central Africa Time),Sausages,father-in-law,syrup,147,183.0
Sun Mar 20 2022 13:29:23 GMT+0200 (Central Africa Time),Table,latex,opium,122,166.0
Sun Apr 03 2022 21:34:01 GMT+0200 (Central Africa Time),Chicken,sarong,smile,170,110.0
Sun Feb 13 2022 13:52:56 GMT+0200 (Central Africa Time),Ball,casino,diamond,178,154.0
Mon Apr 04 2022 13:31:31 GMT+0200 (Central Africa Time),Shoes,onset,editor,125,114.0
Sat Jan 29 2022 12:30:31 GMT+0200 (Central Africa Time),Keyboard,onion,advice,136,144.0
Fri Apr 22 2022 16:41:27 GMT+0200 (Central Africa Time),Pants,stripe,credibility,118,158.0
Tue Apr 19 2022 13:56:19 GMT+0200 (Central Africa Time),Pants,brand,bun,181,170.0
Sun May 08 2022 14:51:27 GMT+0200 (Central Africa Time),Ball,patrolling,revitalization,136,126.0
Fri Feb 11 2022 20:47:57 GMT+0200 (Central Africa Time),Cheese,story,senator,192,101.0
Sun Apr 24 2022 01:16:26 GMT+0200 (Central Africa Time),Gloves,outlook,knitting,141,126.0
Fri Apr 08 2022 01:52:45 GMT+0200 (Central Africa Time),Computer,impudence,utility,131,105.0
Wed Jan 19 2022 03:36:49 GMT+0200 (Central Africa Time),Chicken,rowing,type,135,108.0
Thu Jan 06 2022 19:33:22 GMT+0200 (Central Africa Time),Pants,disclaimer,moccasins,148,174.0
Thu Jan 06 2022 13:19:19 GMT+0200 (Central Africa Time),Towels,parliament,safe,161,114.0
Tue Jan 04 2022 00:17:23 GMT+0200 (Central Africa Time),Table,wiring,ballot,153,163.0
Thu Apr 07 2022 01:56:38 GMT+0200 (Central Africa Time),Bike,sibling,imagination,197,140.0
Thu Mar 31 2022 14:43:53 GMT+0200 (Central Africa Time),Ball,grief,neurobiologist,116,197.0
Tue Mar 22 2022 04:45:29 GMT+0200 (Central Africa Time),Bacon,sediment,monkey,199,117.0
Thu Jan 27 2022 18:54:18 GMT+0200 (Central Africa Time),Keyboard,gateway,bondsman,137,162.0
Sun Apr 24 2022 04:25:43 GMT+0200 (Central Africa Time),Hat,wriggler,cricket,145,154.0
Tue Jan 25 2022 09:26:05 GMT+0200 (Central Africa Time),Table,conflict,patriot,180,151.0
Wed Mar 09 2022 15:16:37 GMT+0200 (Central Africa Time),Bike,kayak,warden,149,190.0
Mon Mar 14 2022 15:32:50 GMT+0200 (Central Africa Time),Chicken,bed,riding,120,132.0
Mon Mar 28 2022 02:12:26 GMT+0200 (Central Africa Time),Car,generosity,goodie,162,117.0
Mon Apr 11 2022 02:46:29 GMT+0200 (Central Africa Time),Salad,coverall,flight,169,193.0
Sat Mar 26 2022 03:15:14 GMT+0200 (Central Africa Time),Bike,perspective,grip,161,146.0
Mon Feb 14 2022 08:49:59 GMT+0200 (Central Africa Time),Table,bank,dispatch,183,159.0
Sun May 01 2022 16:45:56 GMT+0200 (Central Africa Time),Fish,affinity,toga,113,106.0
Sat Apr 23 2022 11:36:22 GMT+0200 (Central Africa Time),Soap,crewmen,author,123,153.0
Sun Mar 20 2022 19:51:06 GMT+0200 (Central Africa Time),Car,stereo,blogger,136,111.0
Tue Jan 04 2022 19:35:47 GMT+0200 (Central Africa Time),Chips,oil,observation,100,165.0
Sat Mar 05 2022 23:06:52 GMT+0200 (Central Africa Time),Pizza,attacker,isolation,149,194.0
Wed May 04 2022 02:01:18 GMT+0200 (Central Africa Time),Cheese,bush,standing,155,160.0
Mon Apr 11 2022 01:49:29 GMT+0200 (Central Africa Time),Pizza,life,watch,142,177.0
Tue May 10 2022 16:20:58 GMT+0200 (Central Africa Time),Gloves,softdrink,speech,155,157.0
Wed Mar 16 2022 04:45:51 GMT+0200 (Central Africa Time),Bacon,eyestrain,mid-course,114,133.0
Tue Mar 15 2022 10:45:07 GMT+0200 (Central Africa Time),Pants,safe,mainland,173,148.0
Thu Jan 27 2022 14:06:05 GMT+0200 (Central Africa Time),Shirt,house,clapboard,116,177.0
Sun Mar 20 2022 12:35:14 GMT+0200 (Central Africa Time),Chips,mention,businessman,104,111.0
Sun Feb 27 2022 16:45:44 GMT+0200 (Central Africa Time),Gloves,bloodflow,browser,112,174.0
Tue May 17 2022 00:24:45 GMT+0200 (Central Africa Time),Towels,igloo,voting,192,112.0
Sun Jan 09 2022 04:09:04 GMT+0200 (Central Africa Time),Chair,justification,downturn,198,117.0
Sat Apr 16 2022 06:10:20 GMT+0200 (Central Africa Time),Towels,pantry,underwriting,171,101.0
Sun Apr 03 2022 13:40:41 GMT+0200 (Central Africa Time),Soap,fava,rocker,173,174.0
Fri Mar 04 2022 15:44:04 GMT+0200 (Central Africa Time),Towels,nurse,whirlwind,115,198.0
Sat Apr 16 2022 15:46:31 GMT+0200 (Central Africa Time),Bacon,thousand,optimal,109,197.0
Wed Mar 02 2022 01:39:05 GMT+0200 (Central Africa Time),Bacon,reunion,sherry,143,101.0
Sat Jan 22 2022 20:03:48 GMT+0200 (Central Africa Time),Salad,brook,log,106,108.0
Wed Jan 12 2022 05:59:53 GMT+0200 (Central Africa Time),Fish,standardization,year,168,144.0
Sun Feb 06 2022 06:53:47 GMT+0200 (Central Africa Time),Sausages,gallery,landscape,109,180.0
Fri Apr 29 2022 15:03:56 GMT+0200 (Central Africa Time),Car,kick,laborer,162,148.0
Tue Apr 05 2022 17:54:56 GMT+0200 (Central Africa Time),Ball,sandwich,outfielder,110,133.0
Mon Apr 18 2022 21:22:24 GMT+0200 (Central Africa Time),Chips,antennae,plowman,100,191.0
Fri May 06 2022 22:45:58 GMT+0200 (Central Africa Time),Mouse,ambience,daffodil,174,119.0
Mon Jan 10 2022 04:56:09 GMT+0200 (Central Africa Time),Cheese,spade,rescue,169,148.0
Sun Mar 27 2022 09:47:26 GMT+0200 (Central Africa Time),Shirt,grid,brother-in-law,167,120.0
Thu Mar 17 2022 15:29:56 GMT+0200 (Central Africa Time),Ball,albatross,aide,114,188.0
Sun Apr 17 2022 13:50:10 GMT+0200 (Central Africa Time),Sausages,omega,stepmother,137,148.0
Fri Jan 28 2022 19:38:29 GMT+0200 (Central Africa Time),Fish,parole,reset,117,157.0
Mon Apr 25 2022 03:23:26 GMT+0200 (Central Africa Time),Keyboard,rabbi,sled,111,122.0
Wed Feb 02 2022 07:00:17 GMT+0200 (Central Africa Time),Chips,fig,sleepiness,139,119.0
Wed Mar 02 2022 23:19:57 GMT+0200 (Central Africa Time),Ball,dick,sector,199,168.0
Mon Apr 04 2022 04:52:29 GMT+0200 (Central Africa Time),Cheese,wrecker,question,138,115.0
Wed Jan 26 2022 01:50:04 GMT+0200 (Central Africa Time),Chair,flip-flops,chops,171,106.0
Thu Mar 24 2022 03:08:10 GMT+0200 (Central Africa Time),Shoes,fog,quicksand,162,163.0
Sun Jan 23 2022 18:10:05 GMT+0200 (Central Africa Time),Shoes,freedom,cage,191,158.0
Fri Jan 28 2022 07:52:32 GMT+0200 (Central Africa Time),Table,tag,hurricane,165,111.0
Sat Mar 26 2022 22:45:49 GMT+0200 (Central Africa Time),Pants,sparerib,tragedy,141,177.0
Thu Jan 06 2022 19:32:44 GMT+0200 (Central Africa Time),Hat,locust,bird-watcher,160,100.0
Fri Apr 22 2022 07:31:35 GMT+0200 (Central Africa Time),Chicken,crayon,hope,172,123.0
Sat May 14 2022 10:50:08 GMT+0200 (Central Africa Time),Chair,crunch,oat,190,152.0
Thu Feb 10 2022 13:15:38 GMT+0200 (Central Africa Time),Chicken,lasagna,election,130,117.0
Sun Apr 24 2022 06:42:58 GMT+0200 (Central Africa Time),Chicken,number,public,122,154.0
Fri Feb 04 2022 00:26:02 GMT+0200 (Central Africa Time),Mouse,alphabet,artist,112,165.0
Sun Apr 10 2022 07:57:20 GMT+0200 (Central Africa Time),Car,manicure,vibe,178,168.0
Wed Jan 26 2022 02:59:56 GMT+0200 (Central Africa Time),Keyboard,spectrograph,ton,118,155.0
Mon Apr 04 2022 19:40:25 GMT+0200 (Central Africa Time),Hat,menorah,cascade,155,124.0
Sat Feb 19 2022 23:22:51 GMT+0200 (Central Africa Time),Salad,everyone,author,114,132.0
Sun May 15 2022 20:41:55 GMT+0200 (Central Africa Time),Car,vest,song,118,148.0
Mon Jan 03 2022 02:41:20 GMT+0200 (Central Africa Time),Shoes,workplace,soul,148,140.0
Tue Jan 11 2022 16:33:40 GMT+0200 (Central Africa Time),Computer,washtub,TV,149,195.0
Mon Feb 21 2022 13:25:17 GMT+0200 (Central Africa Time),Ball,insolence,fedora,104,191.0
Tue Feb 08 2022 05:26:26 GMT+0200 (Central Africa Time),Chair,container,supervisor,103,191.0
Thu Apr 14 2022 00:56:16 GMT+0200 (Central Africa Time),Table,revenue,windscreen,189,173.0
Fri Jan 07 2022 07:23:20 GMT+0200 (Central Africa Time),Soap,music-box,oversight,126,195.0
Sat Mar 19 2022 06:28:48 GMT+0200 (Central Africa Time),Soap,epee,baseball,181,153.0
Thu Feb 10 2022 00:26:47 GMT+0200 (Central Africa Time),Shoes,swordfight,puggle,186,146.0
Sun Mar 20 2022 13:30:50 GMT+0200 (Central Africa Time),Pizza,sensor,environment,153,130.0
Tue Mar 22 2022 18:46:05 GMT+0200 (Central Africa Time),Pizza,fireplace,strife,126,155.0
Sat Mar 19 2022 13:36:27 GMT+0200 (Central Africa Time),Cheese,observation,person,187,150.0
Sat Jan 22 2022 13:18:32 GMT+0200 (Central Africa Time),Hat,newspaper,jealousy,193,104.0
Sun Mar 13 2022 12:46:21 GMT+0200 (Central Africa Time),Hat,danger,characteristic,184,132.0
Tue Feb 08 2022 18:06:20 GMT+0200 (Central Africa Time),Mouse,harp,savage,146,175.0
Thu Mar 24 2022 14:34:58 GMT+0200 (Central Africa Time),Chicken,dragonfruit,safeguard,149,173.0
Fri Jan 14 2022 16:29:19 GMT+0200 (Central Africa Time),Hat,hut,amazement,149,154.0
Tue May 10 2022 19:18:39 GMT+0200 (Central Africa Time),Chips,broad,gravity,192,131.0
Thu Mar 10 2022 20:02:31 GMT+0200 (Central Africa Time),Hat,buck,section,161,151.0
Mon Jan 31 2022 11:38:50 GMT+0200 (Central Africa Time),Soap,tweet,epithelium,111,101.0
Mon Apr 18 2022 00:15:42 GMT+0200 (Central Africa Time),Keyboard,restriction,boxspring,162,106.0
Sun Mar 20 2022 06:53:02 GMT+0200 (Central Africa Time),Chips,resort,receipt,189,145.0
Sat Jan 01 2022 19:55:36 GMT+0200 (Central Africa Time),Bike,cottage,screamer,168,129.0
Sun Apr 10 2022 07:44:29 GMT+0200 (Central Africa Time),Fish,beyond,overexertion,113,117.0
Sat Jan 01 2022 02:13:58 GMT+0200 (Central Africa Time),Chicken,subsidiary,hand,131,132.0
Fri Feb 04 2022 02:29:33 GMT+0200 (Central Africa Time),Mouse,proposition,metal,172,108.0
Sun Mar 27 2022 12:46:12 GMT+0200 (Central Africa Time),Soap,maniac,shock,161,166.0
Wed May 18 2022 06:42:09 GMT+0200 (Central Africa Time),Fish,lifestyle,personal,182,191.0
Tue Mar 01 2022 12:06:34 GMT+0200 (Central Africa Time),Table,step-father,inlay,185,167.0
Thu Feb 10 2022 08:24:58 GMT+0200 (Central Africa Time),Bacon,fleck,policeman,194,174.0
Thu Jan 27 2022 12:10:18 GMT+0200 (Central Africa Time),Sausages,nightlife,succotash,200,175.0
Thu Mar 24 2022 23:07:13 GMT+0200 (Central Africa Time),Hat,egg,madam,188,168.0
Sun Apr 17 2022 11:42:44 GMT+0200 (Central Africa Time),Chair,pathogenesis,drudgery,161,139.0
Fri Jan 21 2022 09:05:58 GMT+0200 (Central Africa Time),Salad,elicit,math,134,117.0
Thu May 19 2022 10:26:14 GMT+0200 (Central Africa Time),Mouse,manifestation,casino,120,181.0
Sun Feb 06 2022 09:40:32 GMT+0200 (Central Africa Time),Bike,tell,hat,175,102.0
Sun Apr 17 2022 19:29:24 GMT+0200 (Central Africa Time),Hat,island,rite,105,117.0
Fri Apr 15 2022 17:21:18 GMT+0200 (Central Africa Time),Shirt,gosling,randomisation,143,134.0
Sat Apr 02 2022 09:50:37 GMT+0200 (Central Africa Time),Gloves,vomit,developmental,138,193.0
Wed Mar 09 2022 20:43:46 GMT+0200 (Central Africa Time),Bacon,uplift,pack,146,181.0
Tue Feb 22 2022 22:08:35 GMT+0200 (Central Africa Time),Fish,nephew,overheard,128,133.0
Fri Mar 18 2022 17:30:55 GMT+0200 (Central Africa Time),Table,wren,carpenter,151,104.0
Thu Feb 10 2022 10:43:55 GMT+0200 (Central Africa Time),Ball,anything,quality,151,140.0
Thu Feb 10 2022 07:33:26 GMT+0200 (Central Africa Time),Table,cross-stitch,spiral,179,117.0
Wed May 18 2022 03:43:08 GMT+0200 (Central Africa Time),Fish,racist,incentive,125,153.0
Sat Jan 22 2022 14:28:34 GMT+0200 (Central Africa Time),Bike,mink,bread,163,161.0
Sun Jan 30 2022 04:12:12 GMT+0200 (Central Africa Time),Chips,chuck,introduction,125,132.0
Sat May 14 2022 07:05:52 GMT+0200 (Central Africa Time),Shirt,eviction,gig,164,117.0
Sun Jan 30 2022 21:27:35 GMT+0200 (Central Africa Time),Salad,horror,export,141,154.0
Mon Feb 21 2022 04:59:21 GMT+0200 (Central Africa Time),Salad,dissemination,philosophy,191,198.0
Sun Mar 27 2022 04:09:22 GMT+0200 (Central Africa Time),Pizza,quality,succotash,114,163.0
Wed May 04 2022 01:06:05 GMT+0200 (Central Africa Time),Cheese,gesture,chiffonier,116,191.0
Wed Mar 16 2022 22:47:25 GMT+0200 (Central Africa Time),Car,caramel,offering,134,153.0
Sat Apr 02 2022 04:48:58 GMT+0200 (Central Africa Time),Pants,ligand,salon,184,117.0
Fri Apr 29 2022 09:53:50 GMT+0200 (Central Africa Time),Hat,slate,sourwood,106,161.0
Tue Feb 22 2022 19:21:09 GMT+0200 (Central Africa Time),Bacon,retrospective,output,104,115.0
Sun May 15 2022 04:43:07 GMT+0200 (Central Africa Time),Keyboard,patent,hermit,188,137.0
Sat Feb 05 2022 04:07:04 GMT+0200 (Central Africa Time),Bacon,lending,gown,192,190.0
Sun May 08 2022 02:26:21 GMT+0200 (Central Africa Time),Pants,brooch,style,114,165.0
Sun Apr 17 2022 00:21:11 GMT+0200 (Central Africa Time),Ball,spotlight,congregation,187,139.0
Tue Feb 22 2022 06:05:27 GMT+0200 (Central Africa Time),Shoes,artificer,pup,130,155.0
Thu Apr 21 2022 17:11:08 GMT+0200 (Central Africa Time),Car,evening-wear,knock,131,186.0
Sat May 07 2022 08:30:17 GMT+0200 (Central Africa Time),Pants,company,bend,139,126.0
Mon Mar 07 2022 09:18:35 GMT+0200 (Central Africa Time),Keyboard,stealth,winner,108,132.0
Wed Jan 19 2022 20:42:33 GMT+0200 (Central Africa Time),Cheese,hell,challenge,113,160.0
Fri Apr 01 2022 01:51:22 GMT+0200 (Central Africa Time),Shirt,gravel,teen,135,130.0
Sun Jan 09 2022 12:22:31 GMT+0200 (Central Africa Time),Chips,advertisement,century,102,144.0
Sun Apr 17 2022 17:11:15 GMT+0200 (Central Africa Time),Chair,crawdad,meringue,146,177.0
Sat Feb 19 2022 07:40:08 GMT+0200 (Central Africa Time),Soap,statistics,kind,102,188.0
Tue Mar 15 2022 18:51:35 GMT+0200 (Central Africa Time),Shirt,masonry,harmonica,140,189.0
Sat Feb 19 2022 08:38:50 GMT+0200 (Central Africa Time),Pizza,tofu,wildebeest,125,176.0
Tue Feb 22 2022 21:54:53 GMT+0200 (Central Africa Time),Soap,hydrocarbon,priority,163,190.0
Mon May 16 2022 04:18:43 GMT+0200 (Central Africa Time),Table,yin,ground,111,148.0
Tue Apr 12 2022 13:42:29 GMT+0200 (Central Africa Time),Pants,abnormality,contractor,121,193.0
Sun Jan 23 2022 17:26:28 GMT+0200 (Central Africa Time),Salad,downstairs,swivel,198,149.0
Wed Mar 23 2022 15:41:59 GMT+0200 (Central Africa Time),Table,estrogen,robotics,161,125.0
Thu Mar 17 2022 22:14:49 GMT+0200 (Central Africa Time),Bacon,questionnaire,whelp,145,102.0
Fri Apr 08 2022 08:17:41 GMT+0200 (Central Africa Time),Chips,letter,concert,105,188.0
Sat Mar 26 2022 08:28:59 GMT+0200 (Central Africa Time),Fish,pickax,cherry,131,119.0
Tue Feb 22 2022 22:02:43 GMT+0200 (Central Africa Time),Keyboard,balcony,retina,189,153.0
Sun Apr 03 2022 20:40:38 GMT+0200 (Central Africa Time),Sausages,million,curtain,145,148.0
Sun Jan 02 2022 19:49:28 GMT+0200 (Central Africa Time),Bike,ex-wife,trombone,188,115.0
Wed Jan 26 2022 16:02:10 GMT+0200 (Central Africa Time),Pants,veto,cookie,121,193.0
Sun Feb 20 2022 08:25:52 GMT+0200 (Central Africa Time),Shirt,downgrade,snakebite,153,184.0
Mon Jan 10 2022 06:20:30 GMT+0200 (Central Africa Time),Pants,pod,textbook,120,161.0
Mon Jan 17 2022 10:43:22 GMT+0200 (Central Africa Time),Computer,cleaner,setback,169,198.0
Sat Mar 19 2022 14:21:37 GMT+0200 (Central Africa Time),Chips,target,freelance,178,139.0
Mon Mar 14 2022 10:25:13 GMT+0200 (Central Africa Time),Sausages,sensitive,litter,160,126.0
Mon May 02 2022 06:45:15 GMT+0200 (Central Africa Time),Pants,harmonise,parameter,161,186.0
Sun May 01 2022 20:41:59 GMT+0200 (Central Africa Time),Hat,tactile,bouquet,157,175.0
Sun Apr 03 2022 17:15:54 GMT+0200 (Central Africa Time),Bacon,counsel,poem,186,151.0
Sat Jan 15 2022 22:02:15 GMT+0200 (Central Africa Time),Car,fairy,doorbell,102,184.0
Fri Apr 15 2022 17:37:52 GMT+0200 (Central Africa Time),Towels,mukluk,shore,192,113.0
Mon Apr 04 2022 13:36:15 GMT+0200 (Central Africa Time),Sausages,erosion,eyelash,159,188.0
Thu Jan 13 2022 05:39:51 GMT+0200 (Central Africa Time),Hat,voter,expansionism,136,134.0
Fri Mar 04 2022 12:36:12 GMT+0200 (Central Africa Time),Bacon,autumn,cleat,163,160.0
Thu Mar 10 2022 20:53:39 GMT+0200 (Central Africa Time),Shoes,legacy,prizefight,160,131.0
Mon Mar 07 2022 19:28:03 GMT+0200 (Central Africa Time),Gloves,equation,casserole,165,144.0
Sun Mar 06 2022 07:44:18 GMT+0200 (Central Africa Time),Bacon,republican,counsel,190,109.0
Tue Mar 15 2022 23:01:41 GMT+0200 (Central Africa Time),Salad,communicant,spell,131,118.0
Sat Feb 12 2022 20:39:58 GMT+0200 (Central Africa Time),Shirt,website,lightning,191,134.0
Thu Apr 14 2022 09:15:23 GMT+0200 (Central Africa Time),Towels,antigen,deadline,195,155.0
Fri Apr 15 2022 08:26:22 GMT+0200 (Central Africa Time),Computer,booty,season,184,105.0
Fri May 06 2022 21:41:35 GMT+0200 (Central Africa Time),Table,fedora,feed,139,109.0
Thu Mar 24 2022 16:44:46 GMT+0200 (Central Africa Time),Tuna,extreme,technique,200,142.0
Sun May 15 2022 02:04:50 GMT+0200 (Central Africa Time),Tuna,printing,mutton,187,188.0
Thu May 05 2022 15:27:51 GMT+0200 (Central Africa Time),Bacon,paragraph,mule,197,171.0
Mon Apr 25 2022 22:10:33 GMT+0200 (Central Africa Time),Chair,creek,armour,137,153.0
Tue Jan 25 2022 06:03:59 GMT+0200 (Central Africa Time),Car,interest,whorl,197,163.0
Wed Feb 16 2022 18:11:32 GMT+0200 (Central Africa Time),Table,hut,cutting,187,121.0
Mon Apr 04 2022 08:26:06 GMT+0200 (Central Africa Time),Bike,sow,adult,193,171.0
Mon Feb 14 2022 06:12:35 GMT+0200 (Central Africa Time),Table,die,revolution,109,108.0
Sun May 01 2022 11:51:41 GMT+0200 (Central Africa Time),Keyboard,original,tactics,147,134.0
Thu Mar 10 2022 12:37:50 GMT+0200 (Central Africa Time),Keyboard,expertise,refectory,125,142.0
Tue Mar 15 2022 13:00:05 GMT+0200 (Central Africa Time),Computer,barracks,swim,150,147.0
Mon Apr 18 2022 09:18:50 GMT+0200 (Central Africa Time),Bacon,saxophone,pansy,177,104.0
Fri Jan 14 2022 18:52:27 GMT+0200 (Central Africa Time),Computer,flag,landscape,146,122.0
Sat Apr 09 2022 19:46:12 GMT+0200 (Central Africa Time),Pants,beneficiary,wombat,129,112.0
Thu May 12 2022 12:10:53 GMT+0200 (Central Africa Time),Chicken,neighborhood,amber,100,125.0
Tue Feb 22 2022 23:14:07 GMT+0200 (Central Africa Time),Bike,dill,donut,136,191.0
Sat Apr 02 2022 20:20:16 GMT+0200 (Central Africa Time),Chair,flintlock,poison,200,165.0
Sun Apr 24 2022 15:32:59 GMT+0200 (Central Africa Time),Sausages,halloween,deliberation,182,100.0
Mon Mar 14 2022 09:55:38 GMT+0200 (Central Africa Time),Ball,founding,garb,103,169.0
Sat Apr 02 2022 22:25:11 GMT+0200 (Central Africa Time),Chicken,toy,slang,120,130.0
Wed Mar 30 2022 10:36:10 GMT+0200 (Central Africa Time),Tuna,rush,buddy,143,183.0
Fri Apr 08 2022 08:24:40 GMT+0200 (Central Africa Time),Pants,vermicelli,heifer,193,163.0
Wed Mar 23 2022 07:35:29 GMT+0200 (Central Africa Time),Bacon,whole,hypothesis,150,109.0
Mon Jan 17 2022 19:31:15 GMT+0200 (Central Africa Time),Chips,scalp,berry,108,197.0
Thu Mar 03 2022 19:35:24 GMT+0200 (Central Africa Time),Bacon,note,accompanist,120,197.0
Fri Apr 01 2022 04:25:34 GMT+0200 (Central Africa Time),Chair,basin,likeness,146,142.0
Mon May 16 2022 07:02:10 GMT+0200 (Central Africa Time),Keyboard,milepost,littleneck,150,108.0
Mon Jan 17 2022 04:12:02 GMT+0200 (Central Africa Time),Bacon,leading,glen,100,199.0
Mon May 09 2022 02:41:07 GMT+0200 (Central Africa Time),Salad,password,jalapeño,166,166.0
Sat Apr 30 2022 12:47:18 GMT+0200 (Central Africa Time),Computer,wont,ballpark,112,194.0
Tue Apr 19 2022 07:15:54 GMT+0200 (Central Africa Time),Soap,collagen,croissant,120,168.0
Thu May 05 2022 19:08:45 GMT+0200 (Central Africa Time),Soap,peen,grassland,107,194.0
Sun Jan 30 2022 17:18:39 GMT+0200 (Central Africa Time),Ball,larder,audit,147,104.0
Tue Apr 05 2022 05:45:59 GMT+0200 (Central Africa Time),Towels,mail,rocket-ship,153,103.0
Wed Feb 23 2022 00:46:21 GMT+0200 (Central Africa Time),Ball,antling,hop,176,170.0
Tue Feb 22 2022 14:08:04 GMT+0200 (Central Africa Time),Car,meet,imprisonment,112,171.0
Sun Apr 17 2022 14:18:27 GMT+0200 (Central Africa Time),Shoes,colonialism,luxury,177,181.0
Tue Mar 01 2022 10:06:50 GMT+0200 (Central Africa Time),Bike,hint,roster,140,139.0
Sat Jan 15 2022 09:20:42 GMT+0200 (Central Africa Time),Chicken,routine,proof,146,128.0
Sat Jan 08 2022 04:01:29 GMT+0200 (Central Africa Time),Shoes,functionality,airbus,133,194.0
Thu Apr 14 2022 06:37:43 GMT+0200 (Central Africa Time),Ball,garbage,private,166,166.0
Mon Feb 07 2022 06:34:25 GMT+0200 (Central Africa Time),Hat,ray,desk,124,153.0
Sat Mar 05 2022 21:06:53 GMT+0200 (Central Africa Time),Table,wasting,nutrient,118,128.0
Tue Jan 11 2022 11:29:12 GMT+0200 (Central Africa Time),Pizza,metric,flair,108,121.0
Thu Feb 03 2022 23:16:36 GMT+0200 (Central Africa Time),Tuna,leverage,preserves,151,163.0
Tue Feb 22 2022 14:10:56 GMT+0200 (Central Africa Time),Ball,bouquet,credibility,100,103.0
Tue Mar 15 2022 14:01:27 GMT+0200 (Central Africa Time),Bacon,style,table,175,109.0
Wed Mar 23 2022 09:43:53 GMT+0200 (Central Africa Time),Soap,panties,endorsement,112,152.0